,GRADE
5789,A
5790,C
5791,A
5792,B
5793,A
5794,A
5795,A
5796,B
5797,B
5798,A
5799,A
5800,A
5801,A
5802,C
5803,A
5804,A
5805,A
5806,B
5807,A
5808,A
5809,A
5810,A
5811,A
5812,C
5813,A
5814,B
5815,B
5816,A
5817,A
5818,C
5819,A
5820,A
5821,A
5822,A
5823,B
5824,A
5825,A
5826,B
5827,A
5828,A
5829,A
5830,A
5831,C
5832,A
5833,A
5834,A
5835,A
5836,C
5837,C
5838,A
5839,A
5840,B
5841,A
5842,A
5843,A
5844,A
5845,A
5846,A
5847,A
5848,A
5849,A
5850,A
5851,A
5852,A
5853,C
5854,A
5855,A
5856,B
5857,A
5858,C
5859,B
5860,B
5861,C
5862,B
5863,B
5864,A
5865,A
5866,A
5867,B
5868,A
5869,A
5870,B
5871,B
5872,B
5873,B
5874,B
5875,A
5876,A
5877,B
5878,B
5879,A
5880,A
5881,A
5882,A
5883,A
5884,B
5885,A
5886,A
5887,A
5888,A
5889,A
5890,B
5891,A
5892,B
5893,A
5894,B
5895,B
5896,A
5897,A
5898,B
5899,A
5900,A
5901,A
5902,A
5903,B
5904,A
5905,A
5906,B
5907,A
5908,B
5909,A
5910,A
5911,A
5912,A
5913,A
5914,A
5915,A
5916,A
5917,A
5918,A
5919,A
5920,B
5921,A
5922,B
5923,B
5924,A
5925,A
5926,A
5927,A
5928,A
5929,A
5930,A
5931,A
5932,C
5933,C
5934,B
5935,B
5936,B
5937,A
5938,A
5939,A
5940,B
5941,B
5942,B
5943,A
5944,C
5945,A
5946,A
5947,A
5948,A
5949,A
5950,A
5951,B
5952,A
5953,A
5954,A
5955,B
5956,A
5957,A
5958,A
5959,A
5960,B
5961,A
5962,A
5963,B
5964,B
5965,A
5966,C
5967,C
5968,B
5969,A
5970,A
5971,A
5972,B
5973,C
5974,B
5975,A
5976,B
5977,A
5978,A
5979,A
5980,A
5981,C
5982,C
5983,A
5984,A
5985,A
5986,A
5987,A
5988,A
5989,A
5990,A
5991,C
5992,A
5993,A
5994,A
5995,A
5996,A
5997,C
5998,B
5999,C
6000,A
6001,A
6002,A
6003,A
6004,A
6005,A
6006,B
6007,A
6008,A
6009,A
6010,B
6011,A
6012,A
6013,A
6014,A
6015,B
6016,A
6017,A
6018,A
6019,B
6020,A
6021,C
6022,C
6023,B
6024,B
6025,A
6026,C
6027,A
6028,A
6029,A
6030,A
6031,C
6032,A
6033,A
6034,C
6035,A
6036,B
6037,A
6038,A
6039,A
6040,B
6041,A
6042,A
6043,B
6044,A
6045,A
6046,C
6047,B
6048,A
6049,B
6050,B
6051,A
6052,C
6053,B
6054,A
6055,A
6056,A
6057,A
6058,C
6059,A
6060,A
6061,A
6062,A
6063,A
6064,A
6065,A
6066,C
6067,A
6068,A
6069,A
6070,A
6071,B
6072,A
6073,A
6074,B
6075,A
6076,A
6077,B
6078,A
6079,A
6080,A
6081,A
6082,A
6083,B
6084,B
6085,B
6086,B
6087,A
6088,A
6089,A
6090,A
6091,A
6092,B
6093,A
6094,B
6095,A
6096,B
6097,A
6098,A
6099,A
6100,C
6101,C
6102,A
6103,C
6104,A
6105,A
6106,A
6107,B
6108,C
6109,B
6110,C
6111,A
6112,A
6113,A
6114,B
6115,B
6116,C
6117,A
6118,A
6119,B
6120,A
6121,B
6122,C
6123,A
6124,A
6125,A
6126,A
6127,C
6128,C
6129,C
6130,B
6131,A
6132,A
6133,B
6134,B
6135,A
6136,C
6137,A
6138,B
6139,A
6140,B
6141,B
6142,C
6143,B
6144,B
6145,A
6146,B
6147,A
6148,B
6149,C
6150,A
6151,C
6152,A
6153,A
6154,A
6155,A
6156,B
6157,C
6158,A
6159,A
6160,A
6161,A
6162,A
6163,C
6164,B
6165,A
6166,A
6167,A
6168,A
6169,A
6170,A
6171,A
6172,A
6173,A
6174,A
6175,B
6176,A
6177,A
6178,B
6179,A
6180,B
6181,A
6182,A
6183,A
6184,C
6185,A
6186,A
6187,A
6188,A
6189,C
6190,A
6191,A
6192,C
6193,A
6194,B
6195,A
6196,B
6197,A
6198,A
6199,A
6200,A
6201,A
6202,B
6203,A
6204,B
6205,B
6206,A
6207,A
6208,A
6209,A
6210,B
6211,A
6212,A
6213,A
6214,B
6215,A
6216,A
6217,C
6218,A
6219,A
6220,A
6221,A
6222,A
6223,A
6224,B
6225,A
6226,B
6227,B
6228,A
6229,C
6230,A
6231,A
6232,B
6233,B
6234,A
6235,C
6236,A
6237,C
6238,C
6239,C
6240,C
6241,A
6242,A
6243,A
6244,A
6245,A
6246,A
6247,C
6248,B
6249,B
6250,C
6251,A
6252,A
6253,A
6254,B
6255,A
6256,B
6257,A
6258,B
6259,A
6260,B
6261,B
6262,A
6263,A
6264,A
6265,A
6266,A
6267,A
6268,A
6269,B
6270,A
6271,A
6272,C
6273,A
6274,A
6275,C
6276,A
6277,B
6278,C
6279,A
6280,A
6281,A
6282,C
6283,A
6284,A
6285,B
6286,A
6287,A
6288,B
6289,A
6290,A
6291,A
6292,A
6293,A
6294,A
6295,A
6296,C
6297,B
6298,A
6299,A
6300,B
6301,A
6302,A
6303,B
6304,A
6305,A
6306,A
6307,A
6308,B
6309,A
6310,A
6311,A
6312,A
6313,C
6314,B
6315,A
6316,B
6317,A
6318,A
6319,C
6320,B
6321,A
6322,A
6323,A
6324,C
6325,B
6326,C
6327,A
6328,A
6329,C
6330,A
6331,A
6332,B
6333,C
6334,A
6335,A
6336,A
6337,A
6338,A
6339,A
6340,A
6341,A
6342,A
6343,C
6344,A
6345,A
6346,A
6347,B
6348,A
6349,A
6350,A
6351,B
6352,A
6353,A
6354,A
6355,B
6356,A
6357,A
6358,C
6359,A
6360,B
6361,A
6362,C
6363,A
6364,A
6365,A
6366,A
6367,A
6368,B
6369,B
6370,A
6371,A
6372,A
6373,A
6374,A
6375,B
6376,C
6377,B
6378,B
6379,B
6380,A
6381,A
6382,A
6383,B
6384,A
6385,A
6386,A
6387,B
6388,A
6389,C
6390,A
6391,A
6392,A
6393,A
6394,A
6395,B
6396,A
6397,B
6398,A
6399,A
6400,B
6401,A
6402,A
6403,A
6404,B
6405,B
6406,A
6407,A
6408,A
6409,A
6410,A
6411,B
6412,A
6413,A
6414,A
6415,C
6416,A
6417,B
6418,A
6419,A
6420,A
6421,A
6422,A
6423,A
6424,A
6425,A
6426,A
6427,A
6428,C
6429,A
6430,B
6431,B
6432,A
6433,A
6434,A
6435,A
6436,B
6437,B
6438,C
6439,A
6440,B
6441,A
6442,A
6443,A
6444,A
6445,C
6446,C
6447,A
6448,A
6449,B
6450,A
6451,A
6452,C
6453,C
6454,B
6455,B
6456,A
6457,A
6458,B
6459,A
6460,A
6461,B
6462,B
6463,C
6464,A
6465,B
6466,B
6467,A
6468,A
6469,C
6470,A
6471,A
6472,A
6473,A
6474,A
6475,B
6476,A
6477,A
6478,B
6479,A
6480,B
6481,A
6482,A
6483,B
6484,A
6485,A
6486,A
6487,A
6488,A
6489,B
6490,A
6491,B
6492,A
6493,B
6494,C
6495,A
6496,C
6497,A
6498,A
6499,A
6500,B
6501,A
6502,A
6503,C
6504,A
6505,A
6506,B
6507,A
6508,A
6509,B
6510,B
6511,A
6512,C
6513,A
6514,C
6515,A
6516,B
6517,A
6518,C
6519,B
6520,B
6521,B
6522,B
6523,B
6524,B
6525,A
6526,B
6527,B
6528,C
6529,A
6530,A
6531,C
6532,B
6533,A
6534,C
6535,A
6536,A
6537,C
6538,A
6539,A
6540,A
6541,A
6542,B
6543,B
6544,A
6545,B
6546,B
6547,A
6548,A
6549,A
6550,A
6551,C
6552,A
6553,A
6554,A
6555,A
6556,A
6557,C
6558,C
6559,A
6560,A
6561,B
6562,A
6563,A
6564,A
6565,A
6566,A
6567,A
6568,A
6569,A
6570,B
6571,A
6572,A
6573,A
6574,A
6575,A
6576,A
6577,C
6578,B
6579,A
6580,B
6581,A
6582,B
6583,A
6584,A
6585,A
6586,C
6587,A
6588,C
6589,B
6590,A
6591,A
6592,B
6593,A
6594,B
6595,C
6596,A
6597,A
6598,A
6599,C
6600,C
6601,A
6602,A
6603,B
6604,A
6605,A
6606,A
6607,A
6608,A
6609,C
6610,A
6611,A
6612,A
6613,C
6614,B
6615,C
6616,A
6617,A
6618,A
6619,C
6620,C
6621,C
6622,A
6623,A
6624,A
6625,A
6626,A
6627,C
6628,A
6629,A
6630,B
6631,A
6632,A
6633,A
6634,B
6635,A
6636,A
6637,A
6638,C
6639,A
6640,A
6641,A
6642,A
6643,C
6644,A
6645,B
6646,A
6647,B
6648,A
6649,A
6650,A
6651,A
6652,A
6653,B
6654,A
6655,A
6656,B
6657,A
6658,C
6659,B
6660,A
6661,B
6662,A
6663,A
6664,A
6665,A
6666,A
6667,C
6668,A
6669,B
6670,A
6671,B
6672,C
6673,A
6674,A
6675,B
6676,B
6677,C
6678,A
6679,A
6680,B
6681,A
6682,B
6683,B
6684,A
6685,C
6686,A
6687,A
6688,B
6689,A
6690,C
6691,A
6692,A
6693,A
6694,C
6695,A
6696,A
6697,A
6698,A
6699,C
6700,A
6701,C
6702,A
6703,A
6704,A
6705,B
6706,B
6707,A
6708,A
6709,A
6710,B
6711,A
6712,A
6713,A
6714,C
6715,A
6716,A
6717,A
6718,A
6719,B
6720,A
6721,B
6722,A
6723,A
6724,A
6725,A
6726,C
6727,A
6728,C
6729,A
6730,A
6731,B
6732,A
6733,C
6734,C
6735,A
6736,A
6737,A
6738,A
6739,A
6740,A
6741,A
6742,A
6743,A
6744,A
6745,A
6746,A
6747,A
6748,A
6749,B
6750,B
6751,A
6752,A
6753,A
6754,B
6755,A
6756,B
6757,A
6758,A
6759,A
6760,A
6761,B
6762,A
6763,C
6764,A
6765,A
6766,A
6767,A
6768,A
6769,A
6770,A
6771,A
6772,B
6773,B
6774,C
6775,A
6776,A
6777,A
6778,A
6779,A
6780,A
6781,B
6782,C
6783,A
6784,B
6785,C
6786,A
6787,C
6788,A
6789,A
6790,B
6791,A
6792,B
6793,B
6794,A
6795,A
6796,C
6797,C
6798,A
6799,B
6800,B
6801,B
6802,B
6803,B
6804,A
6805,A
6806,C
6807,A
6808,C
6809,B
6810,A
6811,B
6812,C
6813,A
6814,A
6815,A
6816,A
6817,C
6818,A
6819,A
6820,C
6821,A
6822,A
6823,A
6824,B
6825,B
6826,B
6827,B
6828,A
6829,A
6830,A
6831,A
6832,A
6833,A
6834,B
6835,A
6836,A
6837,A
6838,A
6839,B
6840,A
6841,A
6842,A
6843,B
6844,B
6845,A
6846,A
6847,B
6848,C
6849,C
6850,B
6851,A
6852,B
6853,C
6854,C
6855,A
6856,A
6857,B
6858,A
6859,A
6860,A
6861,C
6862,A
6863,A
6864,A
6865,A
6866,B
6867,A
6868,C
6869,B
6870,A
6871,A
6872,B
6873,A
6874,B
6875,A
6876,B
6877,A
6878,A
6879,B
6880,A
6881,C
6882,C
6883,B
6884,A
6885,A
6886,A
6887,A
6888,B
6889,B
6890,B
6891,A
6892,A
6893,B
6894,C
6895,C
6896,A
6897,A
6898,B
6899,A
6900,C
6901,B
6902,C
6903,A
6904,A
6905,A
6906,A
6907,C
6908,A
6909,A
6910,B
6911,A
6912,B
6913,A
6914,C
6915,A
6916,A
6917,C
6918,C
6919,A
6920,B
6921,C
6922,A
6923,A
6924,C
6925,A
6926,A
6927,C
6928,B
6929,A
6930,B
6931,A
6932,A
6933,A
6934,A
6935,A
6936,A
6937,A
6938,B
6939,B
6940,C
6941,A
6942,A
6943,C
6944,B
6945,C
6946,A
6947,C
6948,B
6949,A
6950,A
6951,A
6952,A
6953,A
6954,A
6955,A
6956,B
6957,C
6958,A
6959,C
6960,A
6961,A
6962,A
6963,C
6964,A
6965,C
6966,A
6967,B
6968,A
6969,C
6970,C
6971,B
6972,C
6973,A
6974,C
6975,A
6976,A
6977,A
6978,A
6979,A
6980,A
6981,A
6982,C
6983,A
6984,C
6985,A
6986,A
6987,A
6988,A
6989,A
6990,A
6991,B
6992,A
6993,A
6994,A
6995,C
6996,A
6997,A
6998,C
6999,A
7000,A
7001,B
7002,A
7003,A
7004,A
7005,A
7006,B
7007,A
7008,A
7009,A
7010,A
7011,A
7012,A
7013,A
7014,B
7015,B
7016,A
7017,B
7018,B
7019,C
7020,B
7021,C
7022,A
7023,C
7024,A
7025,A
7026,A
7027,C
7028,A
7029,A
7030,A
7031,A
7032,A
7033,A
7034,B
7035,A
7036,B
7037,B
7038,C
7039,A
7040,C
7041,A
7042,B
7043,C
7044,A
7045,B
7046,A
7047,B
7048,A
7049,C
7050,A
7051,A
7052,B
7053,A
7054,A
7055,C
7056,A
7057,A
7058,A
7059,A
7060,A
7061,A
7062,A
7063,A
7064,A
7065,A
7066,A
7067,A
7068,A
7069,B
7070,A
7071,C
7072,A
7073,A
7074,A
7075,A
7076,A
7077,B
7078,A
7079,A
7080,C
7081,B
7082,C
7083,A
7084,C
7085,A
7086,A
7087,A
7088,A
7089,B
7090,A
7091,B
7092,B
7093,A
7094,A
7095,C
7096,A
7097,A
7098,A
7099,C
7100,A
7101,A
7102,B
7103,B
7104,B
7105,A
7106,A
7107,A
7108,B
7109,A
7110,A
7111,A
7112,A
7113,A
7114,A
7115,A
7116,A
7117,B
7118,B
7119,A
7120,A
7121,A
7122,C
7123,A
7124,A
7125,A
7126,B
7127,B
7128,B
7129,C
7130,B
7131,B
7132,C
7133,A
7134,A
7135,C
7136,A
7137,B
7138,A
7139,A
7140,A
7141,A
7142,B
7143,A
7144,C
7145,A
7146,B
7147,A
7148,A
7149,A
7150,A
7151,B
7152,A
7153,A
7154,A
7155,C
7156,A
7157,C
7158,A
7159,B
7160,A
7161,A
7162,A
7163,A
7164,B
7165,B
7166,A
7167,A
7168,A
7169,B
7170,A
7171,C
7172,B
7173,A
7174,A
7175,A
7176,A
7177,A
7178,B
7179,A
7180,B
7181,A
7182,A
7183,A
7184,A
7185,B
7186,A
7187,B
7188,B
7189,C
7190,A
7191,A
7192,A
7193,B
7194,C
7195,B
7196,A
7197,A
7198,A
7199,A
7200,B
7201,B
7202,B
7203,C
7204,A
7205,A
7206,B
7207,B
7208,A
7209,A
7210,B
7211,A
7212,B
7213,B
7214,A
7215,A
7216,A
7217,B
7218,A
7219,A
7220,C
7221,B
7222,A
7223,B
7224,A
7225,C
7226,B
7227,A
7228,A
7229,C
7230,A
7231,A
7232,A
7233,C
7234,A
7235,A
7236,A
7237,A
7238,A
7239,B
7240,A
7241,B
7242,A
7243,A
7244,A
7245,A
7246,A
7247,A
7248,A
7249,A
7250,A
7251,A
7252,B
7253,A
7254,C
7255,A
7256,A
7257,A
7258,A
7259,A
7260,A
7261,A
7262,B
7263,A
7264,B
7265,B
7266,A
7267,A
7268,A
7269,C
7270,A
7271,A
7272,A
7273,A
7274,A
7275,A
7276,A
7277,A
7278,A
7279,A
7280,A
7281,B
7282,A
7283,B
7284,B
7285,C
7286,C
7287,A
7288,A
7289,A
7290,A
7291,A
7292,A
7293,C
7294,A
7295,A
7296,A
7297,A
7298,A
7299,C
7300,A
7301,A
7302,B
7303,A
7304,A
7305,C
7306,A
7307,B
7308,A
7309,A
7310,C
7311,A
7312,A
7313,B
7314,B
7315,A
7316,A
7317,A
7318,C
7319,A
7320,B
7321,A
7322,B
7323,A
7324,B
7325,C
7326,A
7327,B
7328,A
7329,A
7330,A
7331,A
7332,A
7333,A
7334,B
7335,A
7336,A
7337,B
7338,A
7339,A
7340,A
7341,A
7342,C
7343,A
7344,C
7345,C
7346,B
7347,A
7348,B
7349,A
7350,A
7351,B
7352,A
7353,A
7354,B
7355,A
7356,B
7357,A
7358,B
7359,A
7360,A
7361,B
7362,C
7363,A
7364,B
7365,B
7366,A
7367,C
7368,B
7369,B
7370,A
7371,A
7372,C
7373,B
7374,A
7375,A
7376,C
7377,A
7378,A
7379,A
7380,B
7381,A
7382,C
7383,A
7384,A
7385,A
7386,B
7387,A
7388,C
7389,C
7390,A
7391,C
7392,A
7393,A
7394,A
7395,A
7396,C
7397,A
7398,A
7399,A
7400,A
7401,A
7402,C
7403,B
7404,A
7405,C
7406,A
7407,B
7408,A
7409,A
7410,B
7411,B
7412,A
7413,B
7414,A
7415,B
7416,A
7417,A
7418,A
7419,B
7420,B
7421,B
7422,A
7423,C
7424,A
7425,A
7426,A
7427,B
7428,B
7429,B
7430,A
7431,A
7432,A
7433,A
7434,A
7435,A
7436,B
7437,A
7438,A
7439,A
7440,A
7441,A
7442,A
7443,B
7444,A
7445,A
7446,A
7447,B
7448,B
7449,C
7450,B
7451,A
7452,A
7453,B
7454,A
7455,A
7456,B
7457,A
7458,A
7459,B
7460,B
7461,C
7462,C
7463,A
7464,B
7465,A
7466,A
7467,B
7468,A
7469,A
7470,A
7471,B
7472,B
7473,B
7474,B
7475,A
7476,B
7477,A
7478,A
7479,A
7480,A
7481,C
7482,B
7483,A
7484,A
7485,A
7486,A
7487,B
7488,B
7489,A
7490,A
7491,A
7492,A
7493,A
7494,A
7495,B
7496,B
7497,A
7498,A
7499,B
7500,A
7501,C
7502,A
7503,A
7504,A
7505,B
7506,A
7507,B
7508,C
7509,A
7510,B
7511,A
7512,A
7513,A
7514,A
7515,A
7516,B
7517,A
7518,A
7519,A
7520,C
7521,A
7522,B
7523,A
7524,A
7525,A
7526,A
7527,B
7528,A
7529,A
7530,B
7531,A
7532,A
7533,A
7534,A
7535,C
7536,C
7537,A
7538,A
7539,A
7540,C
7541,A
7542,A
7543,B
7544,B
7545,B
7546,A
7547,A
7548,A
7549,A
7550,C
7551,A
7552,A
7553,B
7554,A
7555,A
7556,A
7557,A
7558,A
7559,C
7560,A
7561,B
7562,C
7563,A
7564,B
7565,C
7566,A
7567,A
7568,B
7569,A
7570,A
7571,A
7572,A
7573,A
7574,B
7575,A
7576,A
7577,A
7578,A
7579,B
7580,B
7581,B
7582,A
7583,A
7584,C
7585,A
7586,C
7587,A
7588,A
7589,B
7590,B
7591,B
7592,A
7593,A
7594,A
7595,A
7596,A
7597,A
7598,A
7599,A
7600,A
7601,A
7602,A
7603,A
7604,C
7605,A
7606,A
7607,A
7608,A
7609,A
7610,B
7611,C
7612,A
7613,A
7614,C
7615,A
7616,A
7617,A
7618,A
7619,A
7620,A
7621,B
7622,C
7623,A
7624,A
7625,A
7626,C
7627,A
7628,B
7629,C
7630,A
7631,B
7632,A
7633,B
7634,C
7635,B
7636,A
7637,C
7638,B
7639,A
7640,A
7641,A
7642,C
7643,A
7644,A
7645,B
7646,B
7647,B
7648,B
7649,A
7650,A
7651,A
7652,C
7653,A
7654,B
7655,A
7656,B
7657,A
7658,B
7659,A
7660,A
7661,A
7662,A
7663,A
7664,A
7665,A
7666,A
7667,A
7668,A
7669,A
7670,C
7671,B
7672,C
7673,A
7674,A
7675,C
7676,B
7677,A
7678,A
7679,B
7680,B
7681,A
7682,A
7683,A
7684,B
7685,B
7686,B
7687,A
7688,B
7689,B
7690,C
7691,B
7692,A
7693,A
7694,A
7695,B
7696,C
7697,A
7698,A
7699,A
7700,B
7701,C
7702,A
7703,A
7704,B
7705,A
7706,A
7707,A
7708,A
7709,A
7710,B
7711,A
7712,B
7713,C
7714,A
7715,A
7716,C
7717,C
7718,B
7719,A
7720,A
7721,A
7722,A
7723,A
7724,A
7725,B
7726,A
7727,A
7728,B
7729,A
7730,C
7731,C
7732,A
7733,A
7734,B
7735,C
7736,A
7737,A
7738,C
7739,A
7740,A
7741,C
7742,A
7743,B
7744,C
7745,A
7746,A
7747,A
7748,A
7749,A
7750,A
7751,A
7752,A
7753,A
7754,A
7755,A
7756,A
7757,A
7758,A
7759,B
7760,A
7761,A
7762,A
7763,C
7764,A
7765,A
7766,A
7767,C
7768,A
7769,A
7770,A
7771,A
7772,C
7773,A
7774,A
7775,A
7776,C
7777,A
7778,A
7779,B
7780,B
7781,A
7782,A
7783,B
7784,C
7785,B
7786,A
7787,A
7788,B
7789,A
7790,A
7791,A
7792,B
7793,C
7794,A
7795,A
7796,A
7797,A
7798,A
7799,A
7800,A
7801,A
7802,A
7803,A
7804,B
7805,A
7806,A
7807,A
7808,A
7809,A
7810,C
7811,A
7812,A
7813,A
7814,A
7815,A
7816,A
7817,C
7818,B
7819,B
7820,A
7821,A
7822,A
7823,C
7824,A
7825,B
7826,A
7827,B
7828,B
7829,A
7830,A
7831,A
7832,A
7833,A
7834,A
7835,A
7836,A
7837,A
7838,C
7839,A
7840,A
7841,B
7842,A
7843,A
7844,B
7845,A
7846,C
7847,A
7848,A
7849,B
7850,A
7851,A
7852,A
7853,A
7854,A
7855,B
7856,B
7857,A
7858,A
7859,A
7860,A
7861,B
7862,A
7863,A
7864,A
7865,A
7866,B
7867,C
7868,A
7869,A
7870,A
7871,A
7872,A
7873,C
7874,A
7875,C
7876,B
7877,A
7878,C
7879,A
7880,A
7881,A
7882,C
7883,A
7884,B
7885,A
7886,A
7887,B
7888,A
7889,A
7890,A
7891,A
7892,A
7893,A
7894,A
7895,B
7896,C
7897,A
7898,A
7899,B
7900,B
7901,A
7902,B
7903,A
7904,B
7905,A
7906,A
7907,B
7908,A
7909,A
7910,C
7911,A
7912,A
7913,B
7914,A
7915,A
7916,A
7917,A
7918,A
7919,A
7920,B
7921,B
7922,B
7923,A
7924,A
7925,A
7926,A
7927,B
7928,B
7929,A
7930,A
7931,C
7932,A
7933,A
7934,B
7935,B
7936,A
7937,A
7938,B
7939,B
7940,A
7941,A
7942,B
7943,A
7944,A
7945,A
7946,C
7947,A
7948,A
7949,B
7950,A
7951,A
7952,C
7953,A
7954,B
7955,A
7956,B
7957,A
7958,A
7959,A
7960,A
7961,A
7962,A
7963,B
7964,A
7965,A
7966,B
7967,A
7968,B
7969,A
7970,C
7971,A
7972,B
7973,C
7974,A
7975,A
7976,A
7977,A
7978,B
7979,A
7980,B
7981,B
7982,A
7983,C
7984,A
7985,B
7986,A
7987,A
7988,A
7989,A
7990,A
7991,A
7992,C
7993,A
7994,A
7995,A
7996,B
7997,A
7998,A
7999,B
8000,B
8001,A
8002,A
8003,B
8004,A
8005,A
8006,A
8007,A
8008,A
8009,B
8010,A
8011,B
8012,A
8013,A
8014,B
8015,A
8016,A
8017,C
8018,A
8019,A
8020,A
8021,A
8022,B
8023,A
8024,A
8025,A
8026,A
8027,A
8028,C
8029,B
8030,A
8031,A
8032,A
8033,A
8034,C
8035,B
8036,B
8037,C
8038,A
8039,C
8040,A
8041,A
8042,A
8043,A
8044,A
8045,B
8046,A
8047,B
8048,A
8049,A
8050,C
8051,A
8052,B
8053,C
8054,A
8055,A
8056,B
8057,A
8058,A
8059,A
8060,A
8061,A
8062,A
8063,A
8064,A
8065,A
8066,A
8067,A
8068,A
8069,A
8070,A
8071,A
8072,A
8073,A
8074,C
8075,A
8076,B
8077,C
8078,A
8079,A
8080,A
8081,A
8082,B
8083,A
8084,A
8085,B
8086,A
8087,A
8088,A
8089,A
8090,A
8091,A
8092,A
8093,A
8094,A
8095,B
8096,A
8097,A
8098,A
8099,B
8100,A
8101,C
8102,A
8103,A
8104,A
8105,A
8106,C
8107,B
8108,A
8109,B
8110,B
8111,B
8112,B
8113,A
8114,A
8115,A
8116,A
8117,B
8118,A
8119,A
8120,A
8121,A
8122,B
8123,A
8124,A
8125,A
8126,A
8127,A
8128,C
8129,B
8130,B
8131,B
8132,B
8133,A
8134,A
8135,A
8136,A
8137,C
8138,B
8139,A
8140,A
8141,A
8142,C
8143,B
8144,B
8145,A
8146,A
8147,A
8148,A
8149,B
8150,A
8151,C
8152,A
8153,A
8154,A
8155,C
8156,A
8157,B
8158,A
8159,A
8160,A
8161,A
8162,A
8163,C
8164,B
8165,A
8166,B
8167,A
8168,B
8169,A
8170,C
8171,B
8172,A
8173,C
8174,A
8175,A
8176,A
8177,A
8178,A
8179,A
8180,A
8181,A
8182,B
8183,B
8184,A
8185,A
8186,A
8187,A
8188,B
8189,C
8190,A
8191,A
8192,B
8193,A
8194,C
8195,A
8196,A
8197,B
8198,A
8199,B
8200,C
8201,A
8202,B
8203,A
8204,A
8205,A
8206,A
8207,B
8208,B
8209,C
8210,B
8211,A
8212,C
8213,A
8214,C
8215,A
8216,A
8217,A
8218,B
8219,A
8220,A
8221,B
8222,A
8223,A
8224,A
8225,A
8226,B
8227,A
8228,A
8229,B
8230,A
8231,A
8232,B
8233,A
8234,B
8235,B
8236,A
8237,C
8238,A
8239,A
8240,A
8241,A
8242,A
8243,C
8244,B
8245,C
8246,C
8247,A
8248,A
8249,B
8250,A
8251,A
8252,B
8253,A
8254,A
8255,C
8256,B
8257,B
8258,A
8259,A
8260,A
8261,A
8262,A
8263,B
8264,A
8265,A
8266,B
8267,B
8268,A
8269,A
8270,B
8271,C
8272,C
8273,A
8274,A
8275,B
8276,A
8277,A
8278,A
8279,C
8280,A
8281,B
8282,A
8283,A
8284,A
8285,A
8286,A
8287,B
8288,C
8289,A
8290,A
8291,A
8292,A
8293,C
8294,A
8295,A
8296,A
8297,C
8298,A
8299,B
8300,A
8301,C
8302,C
8303,A
8304,A
8305,B
8306,B
8307,B
8308,A
8309,A
8310,A
8311,A
8312,A
8313,A
8314,C
8315,A
8316,A
8317,A
8318,A
8319,C
8320,B
8321,B
8322,B
8323,B
8324,A
8325,C
8326,A
8327,A
8328,A
8329,C
8330,A
8331,C
8332,B
8333,A
8334,C
8335,A
8336,A
8337,C
8338,A
8339,B
8340,A
8341,B
8342,C
8343,A
8344,A
8345,C
8346,A
8347,A
8348,A
8349,B
8350,A
8351,A
8352,C
8353,B
8354,B
8355,A
8356,B
8357,C
8358,A
8359,A
8360,C
8361,A
8362,C
8363,B
8364,A
8365,A
8366,A
8367,B
8368,B
8369,A
8370,A
8371,A
8372,A
8373,A
8374,B
8375,B
8376,A
8377,C
8378,A
8379,C
8380,B
8381,A
8382,B
8383,A
8384,A
8385,A
8386,A
8387,C
8388,B
8389,A
8390,A
8391,A
8392,B
8393,B
8394,A
8395,B
8396,C
8397,A
8398,C
8399,A
8400,C
8401,A
8402,B
8403,A
8404,A
8405,B
8406,A
8407,B
8408,C
8409,C
8410,A
8411,A
8412,B
8413,A
8414,B
8415,B
8416,A
8417,A
8418,A
8419,B
8420,C
8421,B
8422,A
8423,B
8424,C
8425,A
8426,C
8427,C
8428,B
8429,B
8430,A
8431,A
8432,A
8433,A
8434,A
8435,A
8436,B
8437,C
8438,C
8439,B
8440,A
8441,C
8442,B
8443,A
8444,A
8445,A
8446,A
8447,B
8448,B
8449,A
8450,A
8451,A
8452,A
8453,B
8454,A
8455,A
8456,C
8457,A
8458,A
8459,A
8460,B
8461,A
8462,C
8463,A
8464,A
8465,B
8466,A
8467,A
8468,B
8469,B
8470,A
8471,B
8472,A
8473,B
8474,B
8475,A
8476,A
8477,A
8478,A
8479,A
8480,B
8481,A
8482,A
8483,A
8484,B
8485,A
8486,C
8487,B
8488,C
8489,A
8490,C
8491,A
8492,A
8493,C
8494,A
8495,A
8496,B
8497,A
8498,A
8499,B
8500,B
8501,A
8502,A
8503,C
8504,B
8505,A
8506,A
8507,A
8508,A
8509,A
8510,A
8511,C
8512,B
8513,A
8514,C
8515,A
8516,C
8517,C
8518,A
8519,A
8520,B
8521,A
8522,A
8523,B
8524,C
8525,A
8526,A
8527,A
8528,B
8529,A
8530,A
8531,A
8532,A
8533,C
8534,A
8535,A
8536,A
8537,A
8538,A
8539,A
8540,C
8541,B
8542,A
8543,A
8544,A
8545,C
8546,B
8547,A
8548,A
8549,A
8550,B
8551,C
8552,A
8553,B
8554,A
8555,A
8556,B
8557,A
8558,A
8559,B
8560,A
8561,A
8562,A
8563,A
8564,A
8565,B
8566,A
8567,B
8568,A
8569,C
8570,B
8571,A
8572,A
8573,A
8574,B
8575,A
8576,B
8577,A
8578,A
8579,C
8580,A
8581,A
8582,C
8583,B
8584,A
8585,A
8586,B
